om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
665658,2022,05,05,2022-05-05,15:55:00,3,MS,28,0,1.25,0,0,0,0,34.8400,-89.1700,34.8400,-89.1700,0,0,0,0,0,9,0,0,0
665659,2022,05,05,2022-05-05,16:03:00,3,TX,48,0,1.50,0,0,0,0,30.6300,-97.8700,30.6300,-97.8700,0,0,0,0,0,491,0,0,0
665660,2022,05,05,2022-05-05,16:09:00,3,TX,48,0,1.00,0,0,0,0,30.6400,-97.8300,30.6400,-97.8300,0,0,0,0,0,491,0,0,0
665661,2022,05,05,2022-05-05,16:21:00,3,TN,47,0,1.00,0,0,0,0,35.8300,-86.0800,35.8300,-86.0800,0,0,0,0,0,15,0,0,0
665662,2022,05,05,2022-05-05,16:25:00,3,TX,48,0,2.00,0,0,0,0,30.2700,-98.4600,30.2700,-98.4600,0,0,0,0,0,31,0,0,0
665663,2022,05,05,2022-05-05,16:30:00,3,TX,48,0,1.00,0,0,0,0,30.2800,-98.4100,30.2800,-98.4100,0,0,0,0,0,31,0,0,0
665664,2022,05,05,2022-05-05,16:31:00,3,TX,48,0,2.00,0,0,0,0,30.2800,-98.4300,30.2800,-98.4300,0,0,0,0,0,31,0,0,0
665665,2022,05,05,2022-05-05,17:48:00,3,TN,47,0,1.50,0,0,5000,0,35.9398,-85.3502,35.9398,-85.3502,0,0,0,0,0,185,0,0,0
665666,2022,05,05,2022-05-05,17:48:00,3,TN,47,0,1.00,0,0,0,0,35.9211,-85.3477,35.9211,-85.3477,0,0,0,0,0,185,0,0,0
665667,2022,05,05,2022-05-05,17:49:00,3,TN,47,0,1.75,0,0,10000,0,35.9309,-85.3307,35.9309,-85.3307,0,0,0,0,0,185,0,0,0
665668,2022,05,05,2022-05-05,17:50:00,3,TN,47,0,1.00,0,0,10000,0,35.9307,-85.3305,35.9307,-85.3305,0,0,0,0,0,185,0,0,0
665669,2022,05,05,2022-05-05,18:01:00,3,TN,47,0,1.00,0,0,0,0,35.9700,-85.1800,35.9700,-85.1800,0,0,0,0,0,35,0,0,0
665670,2022,05,05,2022-05-05,18:23:00,3,TX,48,0,1.25,0,0,0,0,29.8600,-97.8600,29.8600,-97.8600,0,0,0,0,0,55,0,0,0
665671,2022,05,05,2022-05-05,18:55:00,3,TX,48,0,1.00,0,0,0,0,29.6700,-98.1500,29.6700,-98.1500,0,0,0,0,0,91,0,0,0
665672,2022,05,05,2022-05-05,19:07:00,3,TX,48,0,0.88,0,0,0,0,29.6600,-98.1200,29.6600,-98.1200,0,0,0,0,0,187,0,0,0
665673,2022,05,06,2022-05-06,08:27:00,3,FL,12,0,1.00,0,0,0,0,30.3745,-86.5045,30.3745,-86.5045,0,0,0,0,0,91,0,0,0
665674,2022,05,06,2022-05-06,11:30:00,3,TN,47,0,1.00,0,0,0,0,35.7600,-83.9700,35.7600,-83.9700,0,0,0,0,0,9,0,0,0
665675,2022,05,06,2022-05-06,12:10:00,3,TN,47,0,2.25,0,0,0,0,35.8724,-85.0551,35.8724,-85.0551,0,0,0,0,0,35,0,0,0
665676,2022,05,06,2022-05-06,12:15:00,3,TN,47,0,2.00,0,0,0,0,35.9104,-85.0588,35.9104,-85.0588,0,0,0,0,0,35,0,0,0
665677,2022,05,06,2022-05-06,12:20:00,3,NC,37,0,1.25,0,0,0,0,35.2000,-83.8200,35.2000,-83.8200,0,0,0,0,0,39,0,0,0
665678,2022,05,06,2022-05-06,12:30:00,3,GA,13,0,1.00,0,0,0,0,31.5500,-83.0800,31.5500,-83.0800,0,0,0,0,0,155,0,0,0
665679,2022,05,06,2022-05-06,12:30:00,3,TN,47,0,1.25,0,0,0,0,36.4400,-84.3200,36.4400,-84.3200,0,0,0,0,0,13,0,0,0
665680,2022,05,06,2022-05-06,12:50:00,3,TN,47,0,1.00,0,0,0,0,36.4200,-83.2300,36.4200,-83.2300,0,0,0,0,0,67,0,0,0
665681,2022,05,06,2022-05-06,12:50:00,3,TN,47,0,1.50,0,0,0,0,35.4900,-84.1900,35.4900,-84.1900,0,0,0,0,0,123,0,0,0
665682,2022,05,06,2022-05-06,12:54:00,3,TN,47,0,0.88,0,0,0,0,36.0700,-86.6700,36.0700,-86.6700,0,0,0,0,0,37,0,0,0
665683,2022,05,06,2022-05-06,13:18:00,3,GA,13,0,1.25,0,0,0,0,32.2900,-82.5200,32.2900,-82.5200,0,0,0,0,0,209,0,0,0
665684,2022,05,06,2022-05-06,13:28:00,3,NC,37,0,1.25,0,0,0,0,35.7100,-77.2200,35.7100,-77.2200,0,0,0,0,0,147,0,0,0
665685,2022,05,06,2022-05-06,13:30:00,3,TN,47,0,1.25,0,0,0,0,36.1600,-83.4500,36.1600,-83.4500,0,0,0,0,0,63,0,0,0
665686,2022,05,06,2022-05-06,13:30:00,3,TN,47,0,1.25,0,0,0,0,36.4400,-84.3200,36.4400,-84.3200,0,0,0,0,0,13,0,0,0
665687,2022,05,06,2022-05-06,13:35:00,3,NC,37,0,1.00,0,0,0,0,35.9100,-77.2900,35.9100,-77.2900,0,0,0,0,0,117,0,0,0
665688,2022,05,06,2022-05-06,13:38:00,3,GA,13,0,1.75,0,0,0,0,32.7700,-82.8900,32.7700,-82.8900,0,0,0,0,0,167,0,0,0
665689,2022,05,06,2022-05-06,13:40:00,3,NC,37,0,1.00,0,0,0,0,35.7217,-78.8887,35.7217,-78.8887,0,0,0,0,0,183,0,0,0
665690,2022,05,06,2022-05-06,13:46:00,3,NC,37,0,1.00,0,0,0,0,35.8301,-78.8400,35.8301,-78.8400,0,0,0,0,0,183,0,0,0
665691,2022,05,06,2022-05-06,13:50:00,3,NC,37,0,1.25,0,0,0,0,35.7797,-78.8014,35.7797,-78.8014,0,0,0,0,0,183,0,0,0
665692,2022,05,06,2022-05-06,13:50:00,3,TN,47,0,1.00,0,0,0,0,35.3900,-84.8000,35.3900,-84.8000,0,0,0,0,0,107,0,0,0
665693,2022,05,06,2022-05-06,13:50:00,3,TN,47,0,1.50,0,0,0,0,35.4900,-84.1900,35.4900,-84.1900,0,0,0,0,0,123,0,0,0
665694,2022,05,06,2022-05-06,13:53:00,3,GA,13,0,1.00,0,0,0,0,32.4400,-82.0900,32.4400,-82.0900,0,0,0,0,0,43,0,0,0
665695,2022,05,06,2022-05-06,13:56:00,3,NC,37,0,1.25,0,0,0,0,35.8686,-78.8028,35.8686,-78.8028,0,0,0,0,0,183,0,0,0
665696,2022,05,06,2022-05-06,13:56:00,3,GA,13,0,1.25,0,0,0,0,32.5000,-82.1000,32.5000,-82.1000,0,0,0,0,0,43,0,0,0
665697,2022,05,06,2022-05-06,14:05:00,3,NC,37,0,1.00,0,0,0,0,35.9692,-79.8307,35.9692,-79.8307,0,0,0,0,0,81,0,0,0
665698,2022,05,06,2022-05-06,14:07:00,3,NC,37,0,1.00,0,0,0,0,35.5800,-77.3000,35.5800,-77.3000,0,0,0,0,0,147,0,0,0
665699,2022,05,06,2022-05-06,14:14:00,3,NC,37,0,1.25,0,0,0,0,36.3000,-76.9800,36.3000,-76.9800,0,0,0,0,0,91,0,0,0
665700,2022,05,06,2022-05-06,14:20:00,3,TN,47,0,1.25,0,0,0,0,36.2000,-82.9500,36.2000,-82.9500,0,0,0,0,0,59,0,0,0
665701,2022,05,06,2022-05-06,14:25:00,3,NC,37,0,1.00,0,0,0,0,36.3300,-77.3200,36.3300,-77.3200,0,0,0,0,0,131,0,0,0
665702,2022,05,06,2022-05-06,14:30:00,3,NC,37,0,1.25,0,0,0,0,36.3500,-77.2900,36.3500,-77.2900,0,0,0,0,0,131,0,0,0
665703,2022,05,06,2022-05-06,14:41:00,3,GA,13,0,1.25,0,0,0,0,33.4000,-82.1200,33.4000,-82.1200,0,0,0,0,0,245,0,0,0
665704,2022,05,06,2022-05-06,14:43:00,3,GA,13,0,2.00,0,0,0,0,33.4800,-82.0700,33.4799,-81.9831,0,0,0,0,0,245,0,0,0
665705,2022,05,06,2022-05-06,14:45:00,3,SC,45,0,1.50,0,0,0,0,33.4878,-81.9817,33.4878,-81.9817,0,0,0,0,0,3,0,0,0
665706,2022,05,06,2022-05-06,14:48:00,3,TN,47,0,1.25,0,0,0,0,36.2000,-82.8400,36.2000,-82.8400,0,0,0,0,0,59,0,0,0
665707,2022,05,06,2022-05-06,14:50:00,3,SC,45,0,1.00,0,0,0,0,35.1300,-82.2400,35.1300,-82.2400,0,0,0,0,0,45,0,0,0
665708,2022,05,06,2022-05-06,14:52:00,3,SC,45,0,1.75,0,0,0,0,33.5642,-81.9365,33.5642,-81.9365,0,0,0,0,0,3,0,0,0
665709,2022,05,06,2022-05-06,14:53:00,3,SC,45,0,1.00,0,0,0,0,33.5310,-81.9451,33.5310,-81.9451,0,0,0,0,0,3,0,0,0
665710,2022,05,06,2022-05-06,14:55:00,3,VA,51,0,1.25,0,0,0,0,36.6600,-82.1800,36.6600,-82.1800,0,0,0,0,0,191,0,0,0
665711,2022,05,06,2022-05-06,15:02:00,3,VA,51,0,1.00,0,0,0,0,36.6800,-76.9200,36.6800,-76.9200,0,0,0,0,0,1,0,0,0
665712,2022,05,06,2022-05-06,15:03:00,3,SC,45,0,1.00,0,0,0,0,35.1800,-82.0900,35.1800,-82.0900,0,0,0,0,0,83,0,0,0
665713,2022,05,06,2022-05-06,15:05:00,3,TN,47,0,1.00,0,0,0,0,35.9300,-83.3400,35.9300,-83.3400,0,0,0,0,0,89,0,0,0
665714,2022,05,06,2022-05-06,15:07:00,3,SC,45,0,1.00,0,0,0,0,33.8000,-81.8000,33.8000,-81.8000,0,0,0,0,0,37,0,0,0
665715,2022,05,06,2022-05-06,15:09:00,3,NC,37,0,1.00,0,0,0,0,35.2300,-81.9800,35.2300,-81.9800,0,0,0,0,0,149,0,0,0
665716,2022,05,06,2022-05-06,15:10:00,3,TN,47,0,1.25,0,0,0,0,36.5400,-82.4600,36.5400,-82.4600,0,0,0,0,0,163,0,0,0
665717,2022,05,06,2022-05-06,15:13:00,3,NC,37,0,1.50,0,0,0,0,36.3587,-79.2258,36.3587,-79.2258,0,0,0,0,0,33,0,0,0
665718,2022,05,06,2022-05-06,15:28:00,3,SC,45,0,0.75,0,0,0,0,34.7300,-81.6200,34.7300,-81.6200,0,0,0,0,0,87,0,0,0
665719,2022,05,06,2022-05-06,15:30:00,3,NC,37,0,2.50,0,0,0,0,35.2840,-81.6980,35.2840,-81.6980,0,0,0,0,0,45,0,0,0
665720,2022,05,06,2022-05-06,15:30:00,3,NC,37,0,1.75,0,0,0,0,35.2900,-81.7500,35.2900,-81.7500,0,0,0,0,0,161,0,0,0
665721,2022,05,06,2022-05-06,15:30:00,3,NC,37,0,2.75,0,0,0,0,35.2780,-81.7290,35.2780,-81.7290,0,0,0,0,0,45,0,0,0
665722,2022,05,06,2022-05-06,15:30:00,3,SC,45,0,0.75,0,0,0,0,33.8400,-81.9300,33.8400,-81.9300,0,0,0,0,0,37,0,0,0
665723,2022,05,06,2022-05-06,15:31:00,3,SC,45,0,1.00,0,0,0,0,34.0000,-81.7700,34.0000,-81.7700,0,0,0,0,0,81,0,0,0
665724,2022,05,06,2022-05-06,15:32:00,3,SC,45,0,1.00,0,0,0,0,34.3100,-80.9600,34.3100,-80.9600,0,0,0,0,0,39,0,0,0
665725,2022,05,06,2022-05-06,15:33:00,3,SC,45,0,1.25,0,0,0,0,34.0100,-81.7700,34.0100,-81.7700,0,0,0,0,0,81,0,0,0
665726,2022,05,06,2022-05-06,15:35:00,3,NC,37,0,1.75,0,0,0,0,35.3100,-81.7000,35.3100,-81.7000,0,0,0,0,0,45,0,0,0
665727,2022,05,06,2022-05-06,15:35:00,3,SC,45,0,0.88,0,0,0,0,33.9700,-81.2800,33.9700,-81.2800,0,0,0,0,0,63,0,0,0
665728,2022,05,06,2022-05-06,15:36:00,3,NC,37,0,0.88,0,0,0,0,35.3000,-81.5400,35.3000,-81.5400,0,0,0,0,0,45,0,0,0
665729,2022,05,06,2022-05-06,15:40:00,3,VA,51,0,1.75,0,0,0,0,36.7800,-81.6900,36.8300,-81.5200,0,0,0,0,0,173,0,0,0
665730,2022,05,06,2022-05-06,15:42:00,3,TN,47,0,1.00,0,0,0,0,36.1600,-82.8200,36.1600,-82.8200,0,0,0,0,0,59,0,0,0
665731,2022,05,06,2022-05-06,15:42:00,3,SC,45,0,0.88,0,0,0,0,34.7000,-80.7800,34.7000,-80.7800,0,0,0,0,0,57,0,0,0
665732,2022,05,06,2022-05-06,15:45:00,3,SC,45,0,1.75,0,0,0,0,35.1080,-81.3550,35.1080,-81.3550,0,0,0,0,0,91,0,0,0
665733,2022,05,06,2022-05-06,15:49:00,3,SC,45,0,2.00,0,0,0,0,34.1800,-81.5500,34.1800,-81.5500,0,0,0,0,0,71,0,0,0
665734,2022,05,06,2022-05-06,15:50:00,3,VA,51,0,0.88,0,0,0,0,37.2500,-81.2700,37.2500,-81.2700,0,0,0,0,0,185,0,0,0
665735,2022,05,06,2022-05-06,15:52:00,3,NC,37,0,1.75,0,0,0,0,35.4180,-81.3740,35.5040,-81.3200,0,0,0,0,0,109,0,0,0
665736,2022,05,06,2022-05-06,15:56:00,3,NC,37,0,1.00,0,0,0,0,35.1700,-81.2300,35.1700,-81.2300,0,0,0,0,0,71,0,0,0
665737,2022,05,06,2022-05-06,15:58:00,3,SC,45,0,1.00,0,0,0,0,34.8100,-81.2400,34.8100,-81.2400,0,0,0,0,0,23,0,0,0
665738,2022,05,06,2022-05-06,16:00:00,3,SC,45,0,1.75,0,0,0,0,34.8370,-81.2190,34.8370,-81.2190,0,0,0,0,0,91,0,0,0
665739,2022,05,06,2022-05-06,16:04:00,3,SC,45,0,1.00,0,0,0,0,34.6353,-80.5284,34.6353,-80.5284,0,0,0,0,0,57,0,0,0
665740,2022,05,06,2022-05-06,16:10:00,3,SC,45,0,1.25,0,0,0,0,34.3190,-80.2594,34.3190,-80.2594,0,0,0,0,0,61,0,0,0
665741,2022,05,06,2022-05-06,16:12:00,3,SC,45,0,1.00,0,0,0,0,34.3500,-80.1700,34.3500,-80.1700,0,0,0,0,0,31,0,0,0
665742,2022,05,06,2022-05-06,16:12:00,3,TN,47,0,1.00,0,0,0,0,36.5300,-82.7300,36.5300,-82.7300,0,0,0,0,0,73,0,0,0
665743,2022,05,06,2022-05-06,16:15:00,3,SC,45,0,1.00,0,0,0,0,34.9000,-81.0300,34.9000,-81.0300,0,0,0,0,0,91,0,0,0
665744,2022,05,06,2022-05-06,16:18:00,3,SC,45,0,0.75,0,0,0,0,34.4000,-80.1600,34.4000,-80.1600,0,0,0,0,0,31,0,0,0
665745,2022,05,06,2022-05-06,16:23:00,3,SC,45,0,1.00,0,0,0,0,34.3700,-80.0700,34.3700,-80.0700,0,0,0,0,0,31,0,0,0
665746,2022,05,06,2022-05-06,16:25:00,3,NC,37,0,1.75,0,0,0,0,34.9595,-80.0815,34.9595,-80.0815,0,0,0,0,0,7,0,0,0
665747,2022,05,06,2022-05-06,16:25:00,3,NC,37,0,1.75,0,0,0,0,34.9608,-79.9928,34.9608,-79.9928,0,0,0,0,0,7,0,0,0
665748,2022,05,06,2022-05-06,16:38:00,3,VA,51,0,0.75,0,0,0,0,36.9407,-81.0596,36.9407,-81.0596,0,0,0,0,0,197,0,0,0
665749,2022,05,06,2022-05-06,16:40:00,3,SC,45,0,1.00,0,0,0,0,34.8162,-80.5268,34.8162,-80.5268,0,0,0,0,0,25,0,0,0
665750,2022,05,06,2022-05-06,16:47:00,3,VA,51,0,1.00,0,0,0,0,36.9500,-80.9500,36.9500,-80.9500,0,0,0,0,0,197,0,0,0
665751,2022,05,06,2022-05-06,16:51:00,3,VA,51,0,1.00,0,0,0,0,36.9777,-80.9306,36.9777,-80.9306,0,0,0,0,0,197,0,0,0
665752,2022,05,06,2022-05-06,16:51:00,3,NC,37,0,1.00,0,0,0,0,35.6652,-77.7662,35.6652,-77.7662,0,0,0,0,0,195,0,0,0
665753,2022,05,06,2022-05-06,16:53:00,3,SC,45,0,1.00,0,0,0,0,34.7200,-79.8400,34.7200,-79.8400,0,0,0,0,0,69,0,0,0
665754,2022,05,06,2022-05-06,16:55:00,3,NC,37,0,1.00,0,0,0,0,35.6600,-77.6800,35.6600,-77.6800,0,0,0,0,0,147,0,0,0
665755,2022,05,06,2022-05-06,16:58:00,3,NC,37,0,1.75,0,0,0,0,35.2898,-79.6373,35.2898,-79.6373,0,0,0,0,0,125,0,0,0
665756,2022,05,06,2022-05-06,17:00:00,3,NC,37,0,0.75,0,0,0,0,35.4400,-81.4300,35.4400,-81.4300,0,0,0,0,0,109,0,0,0
665757,2022,05,06,2022-05-06,17:15:00,3,NC,37,0,0.75,0,0,0,0,36.3493,-80.0399,36.3493,-80.0399,0,0,0,0,0,169,0,0,0
665758,2022,05,06,2022-05-06,17:15:00,3,NC,37,0,1.00,0,0,0,0,36.3800,-80.0682,36.3800,-80.0682,0,0,0,0,0,169,0,0,0
665759,2022,05,06,2022-05-06,17:17:00,3,NC,37,0,1.00,0,0,0,0,36.3395,-80.0511,36.3395,-80.0511,0,0,0,0,0,169,0,0,0
665760,2022,05,06,2022-05-06,17:25:00,3,NC,37,0,1.50,0,0,0,0,36.3900,-79.9700,36.3900,-79.9700,0,0,0,0,0,157,0,0,0
665761,2022,05,06,2022-05-06,17:28:00,3,NC,37,0,1.50,0,0,0,0,36.4100,-79.9700,36.4100,-79.9700,0,0,0,0,0,157,0,0,0
665762,2022,05,06,2022-05-06,17:30:00,3,VA,51,0,0.88,0,0,0,0,37.6279,-79.9900,37.6279,-79.9900,0,0,0,0,0,23,0,0,0
665763,2022,05,06,2022-05-06,17:42:00,3,NC,37,0,0.75,0,0,0,0,36.2110,-81.3609,36.2110,-81.3609,0,0,0,0,0,193,0,0,0
665764,2022,05,06,2022-05-06,17:45:00,3,NC,37,0,0.75,0,0,0,0,36.4912,-81.1459,36.4912,-81.1459,0,0,0,0,0,5,0,0,0
665765,2022,05,06,2022-05-06,17:45:00,3,NC,37,0,1.50,0,0,0,0,36.4209,-79.7702,36.4209,-79.7702,0,0,0,0,0,157,0,0,0
665766,2022,05,06,2022-05-06,18:11:00,3,NC,37,0,2.00,0,0,0,0,36.4621,-79.5303,36.4621,-79.5303,0,0,0,0,0,157,0,0,0
665767,2022,05,06,2022-05-06,18:11:00,3,NC,37,0,1.00,0,0,0,0,36.4340,-79.5420,36.4340,-79.5420,0,0,0,0,0,157,0,0,0
665768,2022,05,06,2022-05-06,18:12:00,3,VA,51,0,1.00,0,0,0,0,36.5700,-79.9157,36.5700,-79.9157,0,0,0,0,0,89,0,0,0
665769,2022,05,06,2022-05-06,18:13:00,3,NC,37,0,2.50,0,0,0,0,36.5048,-79.4727,36.5048,-79.4727,0,0,0,0,0,33,0,0,0
665770,2022,05,06,2022-05-06,18:22:00,3,NC,37,0,1.75,0,0,0,0,36.4544,-79.4104,36.4544,-79.4104,0,0,0,0,0,33,0,0,0
665771,2022,05,06,2022-05-06,18:25:00,3,NC,37,0,1.25,0,0,0,0,36.4913,-79.3673,36.4913,-79.3673,0,0,0,0,0,33,0,0,0
665772,2022,05,06,2022-05-06,18:30:00,3,VA,51,0,1.75,0,0,0,0,36.5484,-79.2977,36.5484,-79.2977,0,0,0,0,0,143,0,0,0
665773,2022,05,06,2022-05-06,19:01:00,3,OR,41,0,1.25,0,0,0,0,45.5400,-118.8200,45.5100,-118.8200,0,0,0,0,0,59,0,0,0
665774,2022,05,06,2022-05-06,19:04:00,3,VA,51,0,1.00,0,0,0,0,36.6259,-78.9479,36.6259,-78.9479,0,0,0,0,0,83,0,0,0
665775,2022,05,06,2022-05-06,22:40:00,3,TX,48,0,0.88,0,0,0,0,29.5300,-95.3300,29.5300,-95.3300,0,0,0,0,0,39,0,0,0
665776,2022,05,07,2022-05-07,14:25:00,3,ND,38,0,1.75,0,0,0,0,46.9700,-102.3500,46.9700,-102.3500,0,0,0,0,0,89,0,0,0
665777,2022,05,07,2022-05-07,17:52:00,3,NE,31,0,1.25,0,0,0,0,42.6400,-100.2400,42.6400,-100.2400,0,0,0,0,0,31,0,0,0
665778,2022,05,07,2022-05-07,17:55:00,3,SD,46,0,0.88,0,0,0,0,45.2100,-99.6100,45.2100,-99.6100,0,0,0,0,0,107,0,0,0
665779,2022,05,07,2022-05-07,18:00:00,3,NE,31,0,1.75,0,0,0,0,42.6000,-100.2100,42.6000,-100.2100,0,0,0,0,0,31,0,0,0
665780,2022,05,07,2022-05-07,18:01:00,3,SD,46,0,1.00,0,0,0,0,44.9800,-99.9400,44.9800,-99.9400,0,0,0,0,0,107,0,0,0
665781,2022,05,07,2022-05-07,18:05:00,3,NE,31,0,1.00,0,0,0,0,41.6000,-101.5200,41.6000,-101.5200,0,0,0,0,0,5,0,0,0
665782,2022,05,07,2022-05-07,18:26:00,3,NE,31,0,1.00,0,0,0,0,42.6600,-99.9300,42.6600,-99.9300,0,0,0,0,0,17,0,0,0
665783,2022,05,07,2022-05-07,18:28:00,3,SD,46,0,1.25,0,0,0,0,44.9300,-99.5100,44.9300,-99.5100,0,0,0,0,0,49,0,0,0
665784,2022,05,07,2022-05-07,18:31:00,3,NE,31,0,1.75,0,0,0,0,41.5700,-101.2800,41.5700,-101.2800,0,0,0,0,0,117,0,0,0
665785,2022,05,07,2022-05-07,18:37:00,3,SD,46,0,1.00,0,0,0,0,45.3800,-99.3300,45.3800,-99.3300,0,0,0,0,0,45,0,0,0
665786,2022,05,07,2022-05-07,19:18:00,3,NE,31,0,1.00,0,0,0,0,42.5800,-99.5400,42.5800,-99.5400,0,0,0,0,0,149,0,0,0
665787,2022,05,07,2022-05-07,20:05:00,3,NE,31,0,0.88,0,0,0,0,41.8300,-100.1000,41.8300,-100.1000,0,0,0,0,0,9,0,0,0
665788,2022,05,07,2022-05-07,20:30:00,3,NE,31,0,1.00,0,0,0,0,41.1700,-101.0000,41.1700,-101.0000,0,0,0,0,0,111,0,0,0
665789,2022,05,07,2022-05-07,20:34:00,3,NE,31,0,1.50,0,0,0,0,41.1300,-101.0000,41.1300,-101.0000,0,0,0,0,0,111,0,0,0
665790,2022,05,08,2022-05-08,10:34:00,3,CA,06,0,0.25,0,0,5000,0,40.9900,-124.1100,40.9900,-124.1100,0,0,0,0,0,23,0,0,0
665791,2022,05,08,2022-05-08,14:10:00,3,IA,19,0,0.75,0,0,0,0,42.5200,-92.3700,42.5200,-92.3700,0,0,0,0,0,13,0,0,0
665792,2022,05,08,2022-05-08,18:20:00,3,ND,38,0,1.00,0,0,0,0,46.9000,-98.8600,46.9000,-98.8600,0,0,0,0,0,93,0,0,0
665793,2022,05,08,2022-05-08,19:10:00,3,ND,38,0,1.00,0,0,0,0,46.8400,-98.6000,46.8400,-98.6000,0,0,0,0,0,93,0,0,0
665794,2022,05,08,2022-05-08,19:30:00,3,ND,38,0,1.00,0,0,0,0,46.8600,-98.4200,46.8600,-98.4200,0,0,0,0,0,3,0,0,0
665795,2022,05,08,2022-05-08,20:30:00,3,ND,38,0,1.00,0,0,0,0,46.9200,-98.0900,46.9200,-98.0900,0,0,0,0,0,3,0,0,0
665796,2022,05,08,2022-05-08,20:32:00,3,ND,38,0,1.00,0,0,0,0,46.9200,-98.0900,46.9200,-98.0900,0,0,0,0,0,3,0,0,0
665797,2022,05,08,2022-05-08,23:15:00,3,NE,31,0,1.50,0,0,0,0,42.1800,-102.9500,42.1800,-102.9500,0,0,0,0,0,13,0,0,0
665798,2022,05,09,2022-05-09,00:14:00,3,NE,31,0,1.00,0,0,0,0,42.3100,-101.6600,42.3100,-101.6600,0,0,0,0,0,31,0,0,0
665799,2022,05,09,2022-05-09,00:20:00,3,NE,31,0,1.25,0,0,0,0,42.4300,-101.7300,42.4300,-101.7300,0,0,0,0,0,31,0,0,0
665800,2022,05,09,2022-05-09,00:22:00,3,NE,31,0,0.88,0,0,0,0,42.4200,-101.5600,42.4200,-101.5600,0,0,0,0,0,31,0,0,0
665801,2022,05,09,2022-05-09,01:10:00,3,NE,31,0,1.75,0,0,5000,0,42.5500,-100.8100,42.5500,-100.8100,0,0,0,0,0,31,0,0,0
665802,2022,05,09,2022-05-09,01:28:00,3,NE,31,0,1.25,0,0,0,0,42.6000,-100.5500,42.6000,-100.5500,0,0,0,0,0,31,0,0,0
665803,2022,05,09,2022-05-09,03:12:00,3,SD,46,0,1.00,0,0,0,0,45.1900,-97.5200,45.1900,-97.5200,0,0,0,0,0,37,0,0,0
665804,2022,05,09,2022-05-09,05:29:00,3,SD,46,0,0.88,0,0,0,8000,44.5200,-96.7000,44.5200,-96.7000,0,0,0,0,0,11,0,0,0
665805,2022,05,09,2022-05-09,05:45:00,3,SD,46,0,1.75,0,0,0,0,44.9600,-97.5800,44.9600,-97.5800,0,0,0,0,0,25,0,0,0
665806,2022,05,09,2022-05-09,05:45:00,3,MN,27,0,1.00,0,0,0,50000,44.6000,-96.3900,44.6000,-96.3900,0,0,0,0,0,81,0,0,0
665807,2022,05,09,2022-05-09,05:49:00,3,SD,46,0,1.25,0,0,0,0,44.7100,-96.4600,44.7100,-96.4600,0,0,0,0,0,39,0,0,0
665808,2022,05,09,2022-05-09,05:53:00,3,MN,27,0,1.25,0,0,0,0,44.7100,-96.2800,44.7100,-96.2800,0,0,0,0,0,173,0,0,0
665809,2022,05,09,2022-05-09,05:55:00,3,MN,27,0,1.75,0,0,0,0,44.6400,-96.1800,44.6400,-96.1800,0,0,0,0,0,173,0,0,0
665810,2022,05,09,2022-05-09,05:57:00,3,MN,27,0,1.75,0,0,0,0,44.8000,-96.2500,44.8000,-96.2500,0,0,0,0,0,173,0,0,0
665811,2022,05,09,2022-05-09,05:57:00,3,MN,27,0,1.50,0,0,0,0,44.6300,-96.1500,44.6300,-96.1500,0,0,0,0,0,81,0,0,0
665812,2022,05,09,2022-05-09,06:13:00,3,MN,27,0,1.75,0,0,0,0,44.9300,-96.0600,44.9300,-96.0600,0,0,0,0,0,73,0,0,0
665813,2022,05,09,2022-05-09,06:14:00,3,MN,27,0,3.00,0,0,0,0,44.8500,-95.9000,44.8500,-95.9000,0,0,0,0,0,73,0,0,0
665814,2022,05,09,2022-05-09,06:15:00,3,MN,27,0,2.50,0,0,0,0,44.7900,-95.8000,44.7900,-95.8000,0,0,0,0,0,173,0,0,0
665815,2022,05,09,2022-05-09,06:15:00,3,MN,27,0,3.00,0,0,0,0,44.7900,-95.8100,44.7900,-95.8100,0,0,0,0,0,173,0,0,0
665816,2022,05,09,2022-05-09,06:15:00,3,MN,27,0,2.50,0,0,0,0,44.8600,-95.9200,44.8600,-95.9200,0,0,0,0,0,73,0,0,0
665817,2022,05,09,2022-05-09,06:17:00,3,MN,27,0,1.00,0,0,0,0,44.9200,-95.9300,44.9200,-95.9300,0,0,0,0,0,73,0,0,0
665818,2022,05,09,2022-05-09,06:25:00,3,MN,27,0,2.00,0,0,0,0,44.9500,-95.7200,44.9500,-95.7200,0,0,0,0,0,23,0,0,0
665819,2022,05,09,2022-05-09,06:27:00,3,MN,27,0,1.00,0,0,0,0,44.9500,-95.6400,44.9500,-95.6400,0,0,0,0,0,23,0,0,0
665820,2022,05,09,2022-05-09,06:43:00,3,MN,27,0,1.75,0,0,0,0,44.9500,-95.7200,44.9500,-95.7200,0,0,0,0,0,23,0,0,0
665821,2022,05,09,2022-05-09,06:44:00,3,MN,27,0,1.50,0,0,0,0,44.9500,-95.3700,44.9500,-95.3700,0,0,0,0,0,23,0,0,0
665822,2022,05,09,2022-05-09,06:45:00,3,MN,27,0,1.00,0,0,0,0,45.5700,-96.0500,45.5700,-96.0500,0,0,0,0,0,149,0,0,0
